formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId
1	C31H49N3O2	[M + K]+	C31H49KN3O2+	Alkaloids	0.707	Pseudoalkaloids (transamidation)	0.706	Steroidal alkaloids	0.742	Lipids and lipid-like molecules	0.943	Steroids and steroid derivatives	0.951	Steroidal alkaloids	0.525			Steroidal alkaloids	0.525	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Secondary alcohols; Azasteroids and derivatives; Amines; Steroidal alkaloids; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	534.347	260	4.34	690679084676816257	690677263774185333	26456
1	C20H37NO4	[M + H]+	C20H38NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.994	Fatty Acyls	0.996	Fatty acid esters	0.992	Acyl carnitines	0.992	Acyl carnitines	0.992	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.280	261	4.34	690679071951296868	690677241242383010	26572
1	C33H48N4O6	[M + H]+	C33H49N4O6+	Polyketides	0.639	Oligopeptides	0.996	Depsipeptides	0.716	Organic acids and derivatives	0.999	Peptidomimetics	0.699	Depsipeptides	0.717	Cyclic depsipeptides	0.691	Cyclic depsipeptides	0.691	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Lactones; Alpha amino acids and derivatives; Macrolactams; Macrolides and analogues; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Macrolide lactams; Depsipeptides; Cyclic depsipeptides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	597.362	261	4.35	690679068193200076	690677265363826659	26518
1	C28H44N4O6	[M + H]+	C28H45N4O6+	Amino acids and Peptides	0.995	Oligopeptides	0.756	Tripeptides	0.098	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Peptides	0.927	Oligopeptides	0.541	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; N-acylpyrrolidines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	533.335	261	4.35	690679072307812817	690677263644161899	26590
1	C29H44O5	[M + H]+	C29H45O5+	Terpenoids	0.959	Triterpenoids	0.553	Ergostane steroids	0.335	Lipids and lipid-like molecules	0.960	Steroids and steroid derivatives	0.754					Steroids and steroid derivatives	0.754	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Cyclic ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	473.327	261	4.36	690679068230948823	690677260968195742	26622
1	C19H35NO5S	[M + H]+	C19H36NO5S+	Fatty acids	0.978	Small peptides	0.427	Leukotrienes	0.447	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.968	Amino acids, peptides, and analogues	0.877	Amino acids and derivatives	0.878	Alpha amino acids	0.832	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Sulfenyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	390.231	262	4.37	690679078670572430	690677245604459465	26630
1	C26H37N3O6	[M + H]+	C26H38N3O6+	Amino acids and Peptides	0.998	Small peptides	0.941	Tripeptides	0.275	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Peptides	0.985	Oligopeptides	0.772	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Benzene and substituted derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Pyrrolidine carboxylic acids; Benzenoids; Amines; Primary amines; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Proline and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	488.276	263	4.38	690679058856678356	690677262209709821	26646
1	C26H48O7	[M + K]+	C26H48KO7+	Fatty acids	0.999	Glycerolipids	0.997	Monoacylglycerols	0.992	Lipids and lipid-like molecules	0.996	Glycerolipids	0.994	Monoradylglycerols	0.978	Monoacylglycerols	0.923	1-monoacylglycerols	0.849	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	511.303	263	4.38	690679068109313981	690677262893381428	26803
1	C19H30O2	[M + H]+	C19H31O2+	Fatty acids	0.999	Fatty Acids and Conjugates	0.915	Unsaturated fatty acids	0.682	Lipids and lipid-like molecules	0.997	Fatty Acyls	0.996	Lineolic acids and derivatives	0.580			Lineolic acids and derivatives	0.580	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	291.232	264	4.39	690679088711737454	690677230328803402	26664
1	C25H40N6O4	[M + H]+	C25H41N6O4+	Alkaloids	0.521	Linear polyketides	0.295	Open-chain polyketides	0.203	Organoheterocyclic compounds	0.882	Heteroaromatic compounds	0.603					Heteroaromatic compounds	0.603	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	489.320	266	4.43	690679060681200870	690677262272624386	26921
1	C22H39NO4	[M + H]+	C22H40NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.981	Fatty Acyls	0.982	Fatty acid esters	0.920	Acyl carnitines	0.954	Acyl carnitines	0.954	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	382.295	266	4.43	690679076783135468	690677244996285340	26810
1	C17H32O3	[M + H]+	C17H33O3+	Fatty acids	0.994	Fatty Acids and Conjugates	0.295	Fatty alcohols	0.459	Lipids and lipid-like molecules	0.980	Fatty Acyls	0.984	Fatty alcohols	0.580			Fatty alcohols	0.580	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	285.243	267	4.45	690679070353266803	690677229376696334	26891
1	C48H79NO8	[M + H]+	C48H80NO8+	Terpenoids	0.988	Steroids	0.991	Cholane steroids	0.996	Lipids and lipid-like molecules	0.998	Steroids and steroid derivatives	0.997	Bile acids, alcohols and derivatives	0.996	Hydroxy bile acids, alcohols and derivatives	0.985	Dihydroxy bile acids, alcohols and derivatives	0.786	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Vitamin D and derivatives; Secondary alcohols; Steroid esters; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 7-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	798.587	269	4.48	690679078892870598	690677268501166226	27488
1	C18H35NO4	[M + H]+	C18H36NO4+	Fatty acids	1.000	Fatty Acids and Conjugates	0.634	Nitro fatty acids	0.762	Lipids and lipid-like molecules	0.988	Fatty Acyls	0.986	Fatty acids and conjugates	0.978	Long-chain fatty acids	0.932	Long-chain fatty acids	0.932	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	330.264	269	4.49	690679073729681996	690677238289592779	27473
1	C8H17NOS2	[M + Na]+	C8H17NNaOS2+	Fatty acids	0.830	Fatty amides	0.842	Primary amides	0.824	Organic acids and derivatives	0.657	Carboxylic acids and derivatives	0.557					Carboxylic acids and derivatives	0.557	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.064	270	4.49	690679061008356669	690677222628060843	27258
1	C24H38O4	[M + H]+	C24H39O4+	Terpenoids	1.000	Steroids	1.000	Cholane steroids	0.994	Lipids and lipid-like molecules	1.000	Steroids and steroid derivatives	0.999	Bile acids, alcohols and derivatives	0.953	Hydroxy bile acids, alcohols and derivatives	0.785	Hydroxy bile acids, alcohols and derivatives	0.785	Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	391.285	270	4.50	690679094244024954	690677245734482899	27456
1	C21H46O5P	[M + H]+	C21H47O5P+	Terpenoids	0.996	Meroterpenoids	0.992	Prenyl quinone meroterpenoids	0.999	Lipids and lipid-like molecules	0.825	Prenol lipids	0.944	Quinone and hydroquinone lipids	0.867	Vitamin E compounds	0.974	Vitamin E compounds	0.974	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Prenol lipids; Organic acids and derivatives; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	410.317	270	4.50	690679063382333159	690677253984679087	27442
1	C16H38N7O2P	[M + H]+	C16H39N7O2P+	Alkaloids	0.735	Pseudoalkaloids (transamidation)	0.640	Purine alkaloids	0.569	Organoheterocyclic compounds	0.999	Imidazopyrimidines	0.811	Purines and purine derivatives	0.823	6-aminopurines	0.759	6-aminopurines	0.759	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Purines and purine derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Amines; Primary amines; 6-aminopurines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	392.288	271	4.51	690679062723827280	690677246111970289	27385
1	C24H41NO4	[M + H]+	C24H42NO4+	Terpenoids	0.992	Steroids	0.988	Cholane steroids	0.999	Lipids and lipid-like molecules	0.996	Steroids and steroid derivatives	0.998	Bile acids, alcohols and derivatives	0.998	Hydroxy bile acids, alcohols and derivatives	0.995	Dihydroxy bile acids, alcohols and derivatives	0.549	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Dihydroxy bile acids, alcohols and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.309	271	4.51	690679087197593114	690677253657523350	27412
